coord_id,island_id,component_id,component_name,ra_hms_cont,dec_dms_cont,ra_deg_cont,dec_deg_cont,ra_err,dec_err,freq,flux_peak,flux_peak_err,flux_int,flux_int_err,maj_axis,min_axis,pos_ang,maj_axis_err,min_axis_err,pos_ang_err,maj_axis_deconv,min_axis_deconv,pos_ang_deconv,maj_axis_deconv_err,min_axis_deconv_err,pos_ang_deconv_err,chi_squared_fit,rms_fit_gauss,spectral_index,spectral_curvature,spectral_index_err,spectral_curvature_err,rms_image,has_siblings,fit_is_estimate,spectral_index_from_TT,flag_c4,comment,coord,nn_separation,flux_peak_condon,flux_peak_selavy,flux_peak_err_condon,flux_peak_err_selavy,island_id_reference,component_id_reference,component_name_reference,ra_hms_cont_reference,dec_dms_cont_reference,ra_deg_cont_reference,dec_deg_cont_reference,ra_err_reference,dec_err_reference,freq_reference,flux_peak_reference,flux_peak_err_reference,flux_int_reference,flux_int_err_reference,maj_axis_reference,min_axis_reference,pos_ang_reference,maj_axis_err_reference,min_axis_err_reference,pos_ang_err_reference,maj_axis_deconv_reference,min_axis_deconv_reference,pos_ang_deconv_reference,maj_axis_deconv_err_reference,min_axis_deconv_err_reference,pos_ang_deconv_err_reference,chi_squared_fit_reference,rms_fit_gauss_reference,spectral_index_reference,spectral_curvature_reference,spectral_index_err_reference,spectral_curvature_err_reference,rms_image_reference,has_siblings_reference,fit_is_estimate_reference,spectral_index_from_TT_reference,flag_c4_reference,comment_reference,coord_reference,nn_separation_reference,flux_peak_condon_reference,flux_peak_selavy_reference,flux_peak_err_condon_reference,flux_peak_err_selavy_reference,separation,dra,ddec,flux_peak_ratio
59,SB30904_island_60,SB30904_component_60a,J001130+005751,00:11:30.4,+00:57:51,2.876671,0.964434,0.01,0.01,887.5,144.297,0.278,150.255,0.479,14.25,12.38,84.63,0.03,0.02,0.01,2.72,2.55,-54.35,17.48,20.11,29.78,1267.794,2428.315,0.86,-99.00,0.00,0.00,0.283,0.0,0.0,1.0,0.0,,"2.876671,0.964434",0.058631,144.297,144.298,0.278,0.269,RACS_0012+00A_island_67,RACS_0012+00A_component_67a,J001130+005752,00:11:30.4,+00:57:52,2.876645,0.964623,0.03,0.02,887.5,130.484,1.313,139.079,0.760,25.56,16.32,101.98,0.06,0.07,0.22,7.98,2.44,-85.22,0.90,10.47,1.51,361.276,1116.144,0.26,-99.00,0.00,0.00,1.247,0.0,0.0,1.0,0.0,,"2.876645,0.964623",0.123192,130.484,130.496,1.313,0.326,0.000191,0.000026,-0.000189,1.106
63,SB30904_island_65,SB30904_component_65a,J002308-031051,00:23:08.3,-03:10:51,5.784541,-3.180967,0.02,0.02,887.5,132.391,0.507,139.441,0.863,14.36,12.43,85.68,0.05,0.05,0.02,3.29,2.70,-69.16,5.97,9.17,11.68,196.798,1161.004,-0.83,-99.00,0.00,0.00,0.514,0.0,0.0,1.0,0.0,,"5.784541,-3.180967",0.051310,132.391,132.393,0.507,0.481,RACS_0012+00A_island_55,RACS_0012+00A_component_55a,J002308-031051,00:23:08.3,-03:10:51,5.784406,-3.180940,0.02,0.01,887.5,155.179,2.018,170.507,0.731,26.15,16.44,100.22,0.05,0.06,0.17,9.88,2.58,89.04,0.30,5.07,0.81,126.204,690.103,-0.37,-99.00,0.00,0.00,1.922,0.0,0.0,1.0,0.0,,"5.784406,-3.18094",0.105677,155.179,155.203,2.018,0.307,0.000137,0.000135,-0.000027,0.853
64,SB30904_island_67,SB30904_component_67a,J000845+022850,00:08:45.6,+02:28:50,2.189805,2.480571,0.01,0.01,887.5,129.662,0.342,217.793,0.400,19.36,14.70,159.37,0.02,0.02,0.00,15.03,4.75,-17.19,0.00,0.03,0.02,12503.914,7016.267,-0.74,-99.00,0.00,0.00,0.323,0.0,0.0,1.0,1.0,,"2.189805,2.480571",0.032806,129.662,129.663,0.342,0.160,RACS_0012+00A_island_38,RACS_0012+00A_component_38a,J000845+022850,00:08:45.5,+02:28:50,2.189739,2.480724,0.04,0.03,887.5,209.059,3.351,273.540,1.971,27.27,18.77,107.65,0.10,0.12,0.38,12.80,9.07,-53.05,0.41,0.92,2.07,320.137,1080.918,-0.31,-99.00,0.00,0.00,3.180,0.0,0.0,1.0,0.0,,"2.189739,2.480724",0.032811,209.059,209.107,3.351,0.739,0.000167,0.000066,-0.000153,0.620
65,SB30904_island_68,SB30904_component_68a,J000935-035142,00:09:35.9,-03:51:42,2.399464,-3.861811,0.03,0.03,887.5,123.677,0.912,170.446,1.234,15.61,14.95,153.62,0.08,0.07,0.07,9.78,5.42,-11.68,0.05,0.03,0.65,2615.101,3503.922,-0.80,-99.00,0.00,0.00,0.870,0.0,0.0,1.0,1.0,,"2.399464,-3.861811",0.022120,123.677,123.683,0.912,0.571,RACS_0012+00A_island_54,RACS_0012+00A_component_54a,J000935-035142,00:09:35.8,-03:51:42,2.399191,-3.861832,0.05,0.04,887.5,154.745,2.241,198.244,1.788,26.84,18.67,102.20,0.12,0.14,0.49,11.44,9.40,-85.86,1.24,1.95,4.38,715.350,1499.843,-0.85,-99.00,0.00,0.00,2.121,0.0,0.0,1.0,0.0,,"2.399191,-3.861832",0.021366,154.745,154.774,2.241,0.683,0.000273,0.000272,0.000021,0.799
66,SB30904_island_70,SB30904_component_70a,J000808+024356,00:08:08.6,+02:43:56,2.035933,2.732327,0.02,0.01,887.5,126.291,0.359,132.970,0.611,14.20,12.56,82.68,0.04,0.03,0.02,3.40,2.32,4.45,2.10,4.84,2.56,129.222,925.083,-0.29,-99.00,0.00,0.00,0.364,0.0,0.0,1.0,0.0,,"2.035933,2.732327",0.070096,126.291,126.292,0.359,0.341,RACS_0012+00A_island_49,RACS_0012+00A_component_49a,J000808+024356,00:08:08.6,+02:43:56,2.035851,2.732480,0.04,0.02,887.5,173.867,2.427,188.904,1.325,26.83,15.84,100.27,0.09,0.09,0.24,11.50,0.00,-86.60,0.23,0.00,0.80,262.980,1021.554,0.18,-99.00,0.00,0.00,2.334,0.0,0.0,1.0,0.0,,"2.035851,2.73248",0.135836,173.867,173.898,2.427,0.559,0.000174,0.000082,-0.000153,0.726
67,SB30904_island_71,SB30904_component_71a,J000658-013920,00:06:58.0,-01:39:20,1.741869,-1.655768,0.01,0.01,887.5,124.267,0.289,134.795,0.479,14.32,12.83,85.60,0.03,0.03,0.01,4.28,2.99,-12.34,0.65,1.49,0.93,211.316,1098.872,-0.69,-99.00,0.00,0.00,0.290,0.0,0.0,1.0,0.0,,"1.741869,-1.655768",0.098454,124.267,124.268,0.289,0.262,RACS_0012+00A_island_62,RACS_0012+00A_component_62a,J000658-013920,00:06:58.0,-01:39:20,1.741737,-1.655693,0.03,0.02,887.5,138.438,1.190,148.118,0.805,25.74,16.26,100.91,0.06,0.07,0.21,8.67,1.47,-89.83,0.60,23.30,1.23,500.907,1303.069,-0.36,-99.00,0.00,0.00,1.132,0.0,0.0,1.0,0.0,,"1.741737,-1.655693",0.099126,138.438,138.447,1.190,0.345,0.000152,0.000132,-0.000075,0.898
68,SB30904_island_72,SB30904_component_72a,J000212-005722,00:02:12.0,-00:57:22,0.550091,-0.956352,0.01,0.01,887.5,122.616,0.279,131.569,0.469,14.65,12.40,79.52,0.03,0.03,0.01,4.50,2.44,62.77,0.46,1.79,1.22,227.315,1142.983,-0.64,-99.00,0.00,0.00,0.282,0.0,0.0,1.0,0.0,,"0.550091,-0.956352",0.058350,122.616,122.617,0.279,0.258,RACS_0012+00A_island_79,RACS_0012+00A_component_79a,J000212-005722,00:02:12.0,-00:57:22,0.549971,-0.956201,0.01,0.01,887.5,117.350,0.672,126.625,0.223,24.96,16.92,102.96,0.02,0.02,0.08,5.72,5.15,88.61,5.26,6.55,4.86,136.243,648.461,-0.86,-99.00,0.00,0.00,0.633,0.0,0.0,1.0,0.0,,"0.549971,-0.956201",0.098649,117.350,117.353,0.672,0.095,0.000193,0.000120,-0.000151,1.045
70,SB30904_island_74,SB30904_component_74a,J002153-032650,00:21:53.0,-03:26:50,5.470895,-3.447300,0.03,0.03,887.5,117.444,0.642,134.168,1.020,14.89,13.00,91.48,0.07,0.06,0.02,5.55,4.17,-53.80,0.67,1.38,5.10,212.355,1131.039,-0.72,-99.00,0.00,0.00,0.638,0.0,0.0,1.0,0.0,,"5.470895,-3.4473",0.069821,117.444,117.447,0.642,0.538,RACS_0012+00A_island_65,RACS_0012+00A_component_65a,J002153-032650,00:21:53.0,-03:26:50,5.470773,-3.447333,0.02,0.01,887.5,134.049,2.472,149.641,0.559,26.23,16.65,102.29,0.05,0.05,0.15,9.90,4.17,-81.56,0.31,1.94,0.78,41.222,422.434,-0.60,-99.00,0.00,0.00,2.352,0.0,0.0,1.0,0.0,,"5.470773,-3.447333",0.069866,134.049,134.090,2.472,0.231,0.000126,0.000122,0.000033,0.876
74,SB30904_island_80,SB30904_component_80a,J000650+003648,00:06:50.6,+00:36:48,1.710642,0.613474,0.02,0.01,887.5,114.939,0.369,136.115,0.567,14.88,13.49,114.28,0.04,0.03,0.02,7.29,2.75,-30.27,0.01,0.34,0.87,265.304,1197.530,-1.20,-99.00,0.00,0.00,0.363,0.0,0.0,1.0,0.0,,"1.710642,0.613474",0.177347,114.939,114.940,0.369,0.292,RACS_0012+00A_island_71,RACS_0012+00A_component_71a,J000650+003649,00:06:50.5,+00:36:49,1.710581,0.613689,0.02,0.02,887.5,127.024,1.311,146.215,0.646,25.90,17.39,106.33,0.05,0.06,0.21,9.40,5.93,-52.47,0.61,1.66,1.67,275.173,946.747,-1.05,-99.00,0.00,0.00,1.239,0.0,0.0,1.0,0.0,,"1.710581,0.613689",0.193949,127.024,127.036,1.311,0.264,0.000223,0.000061,-0.000215,0.905
75,SB30904_island_81,SB30904_component_81a,J002739+005953,00:27:39.4,+00:59:53,6.914150,0.998308,0.03,0.03,887.5,116.612,0.762,162.103,1.026,16.31,14.44,148.37,0.07,0.06,0.02,10.69,4.21,-19.79,0.02,0.05,0.33,186.980,1048.753,-1.79,-99.00,0.00,0.00,0.728,0.0,0.0,1.0,0.0,,"6.91415,0.998308",0.120936,116.612,116.617,0.762,0.472,RACS_0012+00A_island_42,RACS_0012+00A_component_42a,J002739+005954,00:27:39.4,+00:59:54,6.913989,0.998498,0.04,0.03,887.5,192.431,4.302,248.397,1.729,27.51,18.35,105.16,0.09,0.11,0.34,12.97,8.70,-67.82,0.35,0.88,1.58,144.177,737.608,-1.62,-99.00,0.00,0.00,4.094,0.0,0.0,1.0,0.0,,"6.913989,0.998498",0.276837,192.431,192.518,4.302,0.654,0.000249,0.000161,-0.000190,0.606
77,SB30904_island_83,SB30904_component_83a,J002509-004030,00:25:09.7,-00:40:30,6.290283,-0.675247,0.02,0.02,887.5,110.296,0.442,114.835,0.760,14.38,12.26,84.69,0.06,0.05,0.02,3.31,1.97,88.75,3.15,9.55,1.14,776.660,2082.999,0.02,-99.00,0.00,0.00,0.450,0.0,0.0,1.0,0.0,,"6.290283,-0.675247",0.089624,110.296,110.298,0.442,0.427,RACS_0012+00A_island_70,RACS_0012+00A_component_70a,J002509-004030,00:25:09.6,-00:40:30,6.290190,-0.675088,0.03,0.02,887.5,129.817,2.422,139.800,0.894,25.97,16.22,99.36,0.08,0.08,0.24,9.54,0.00,85.25,0.45,0.00,1.17,111.970,691.739,0.54,-99.00,0.00,0.00,2.309,0.0,0.0,1.0,0.0,,"6.29019,-0.675088",0.089747,129.817,129.858,2.422,0.377,0.000184,0.000093,-0.000159,0.850
78,SB30904_island_84,SB30904_component_84a,J000349-031900,00:03:49.6,-03:19:00,0.956534,-3.316683,0.02,0.02,887.5,108.416,0.550,150.058,0.744,16.46,14.24,131.77,0.05,0.05,0.02,10.48,4.66,-31.17,0.01,0.09,0.39,142.073,873.976,-1.15,-99.00,0.00,0.00,0.526,0.0,0.0,1.0,0.0,,"0.956534,-3.316683",0.072147,108.416,108.419,0.550,0.344,RACS_0012+00A_island_59,RACS_0012+00A_component_59a,J000349-031900,00:03:49.5,-03:19:00,0.956345,-3.316694,0.02,0.01,887.5,143.329,1.369,166.976,0.503,25.90,17.60,107.23,0.04,0.04,0.15,9.68,6.08,-45.46,0.37,1.01,1.15,145.670,703.900,-1.37,-99.00,0.00,0.00,1.292,0.0,0.0,1.0,0.0,,"0.956345,-3.316694",0.076768,143.329,143.341,1.369,0.204,0.000189,0.000189,0.000011,0.756
79,SB30904_island_85,SB30904_component_85a,J001859-024326,00:18:59.5,-02:43:26,4.748029,-2.724031,0.02,0.02,887.5,106.425,0.411,113.741,0.693,14.58,12.42,82.82,0.05,0.05,0.02,4.10,2.75,75.82,1.50,3.64,1.42,300.369,1345.159,-0.91,-99.00,0.00,0.00,0.416,0.0,0.0,1.0,0.0,,"4.748029,-2.724031",0.009160,106.425,106.427,0.411,0.383,RACS_0012+00A_island_83,RACS_0012+00A_component_83a,J001859-024326,00:18:59.5,-02:43:26,4.747852,-2.724013,0.04,0.03,887.5,113.726,0.938,123.451,0.957,25.57,16.61,101.32,0.09,0.10,0.33,8.14,3.71,88.98,1.37,7.11,2.51,1426.390,1979.559,-0.78,-99.00,0.00,0.00,0.889,0.0,0.0,1.0,0.0,,"4.747852,-2.724013",0.065381,113.726,113.733,0.938,0.407,0.000178,0.000177,-0.000018,0.936
80,SB30904_island_86,SB30904_component_86a,J002641+015816,00:26:41.8,+01:58:16,6.674040,1.971355,0.03,0.02,887.5,105.599,0.565,132.303,0.831,15.84,13.40,118.01,0.06,0.05,0.02,8.88,3.02,-41.42,0.01,0.42,0.65,1307.346,2849.590,-1.19,-99.00,0.00,0.00,0.551,0.0,0.0,1.0,0.0,,"6.67404,1.971355",0.116464,105.599,105.602,0.565,0.411,RACS_0012+00A_island_58,RACS_0012+00A_component_58a,J002641+015817,00:26:41.8,+01:58:17,6.673961,1.971507,0.03,0.02,887.5,144.015,1.207,159.462,1.021,25.15,17.23,107.96,0.08,0.09,0.31,8.21,3.47,-31.69,1.00,6.07,2.51,938.603,1639.941,-1.42,-99.00,0.00,0.00,1.136,0.0,0.0,1.0,0.0,,"6.673961,1.971507",0.116541,144.015,144.024,1.207,0.427,0.000171,0.000079,-0.000152,0.733
81,SB30904_island_87,SB30904_component_87a,J001938+002141,00:19:38.3,+00:21:41,4.909484,0.361565,0.02,0.01,887.5,105.738,0.280,110.560,0.481,14.40,12.30,84.38,0.04,0.03,0.01,3.36,2.22,86.52,2.24,5.48,0.45,413.532,1519.946,-0.81,-99.00,0.00,0.00,0.285,0.0,0.0,1.0,0.0,,"4.909484,0.361565",0.032847,105.738,105.739,0.280,0.269,RACS_0012+00A_island_80,RACS_0012+00A_component_80a,J001938+002142,00:19:38.3,+00:21:42,4.909387,0.361704,0.02,0.01,887.5,116.134,1.831,124.976,0.550,25.82,16.30,100.52,0.05,0.06,0.17,8.96,1.59,88.68,0.43,15.28,0.95,78.364,569.052,-0.48,-99.00,0.00,0.00,1.742,0.0,0.0,1.0,0.0,,"4.909387,0.361704",0.108401,116.134,116.160,1.831,0.233,0.000169,0.000097,-0.000139,0.910
82,SB30904_island_88,SB30904_component_88a,J001537-000642,00:15:37.9,-00:06:42,3.907878,-0.111809,0.01,0.01,887.5,102.416,0.333,146.685,0.436,16.09,15.08,173.69,0.03,0.03,0.02,10.60,5.60,-6.05,0.02,0.01,0.01,602.900,1686.377,-1.20,-99.00,0.00,0.00,0.316,0.0,0.0,1.0,0.0,,"3.907878,-0.111809",0.094953,102.416,102.417,0.333,0.196,RACS_0012+00A_island_77,RACS_0012+00A_component_77a,J001537-000642,00:15:37.9,-00:06:42,3.907811,-0.111727,0.02,0.01,887.5,120.681,1.197,151.769,0.540,26.03,18.90,103.23,0.05,0.06,0.22,9.90,9.34,12.99,2.45,2.79,6.52,241.028,862.503,-1.29,-99.00,0.00,0.00,1.126,0.0,0.0,1.0,0.0,,"3.907811,-0.111727",0.094858,120.681,120.692,1.197,0.209,0.000106,0.000067,-0.000082,0.849
84,SB30904_island_90,SB30904_component_90a,J001114-030421,00:11:14.6,-03:04:21,2.810725,-3.072540,0.02,0.02,887.5,101.476,0.329,106.422,0.563,14.39,12.34,87.44,0.04,0.04,0.01,3.54,2.13,-69.56,1.90,5.69,4.10,325.743,1418.012,-0.03,-99.00,0.00,0.00,0.334,0.0,0.0,1.0,0.0,,"2.810725,-3.07254",0.063178,101.476,101.477,0.329,0.315,RACS_0012+00A_island_86,RACS_0012+00A_component_86a,J001114-030421,00:11:14.5,-03:04:21,2.810443,-3.072560,0.02,0.01,887.5,111.429,1.420,119.450,0.402,25.76,16.28,101.65,0.04,0.04,0.13,8.63,2.09,-85.86,0.39,7.44,0.77,70.203,536.391,0.19,-99.00,0.00,0.00,1.351,0.0,0.0,1.0,0.0,,"2.810443,-3.07256",0.079298,111.429,111.445,1.420,0.171,0.000282,0.000282,0.000020,0.911
85,SB30904_island_91,SB30904_component_91a,J235905+032304,23:59:05.7,+03:23:04,359.773632,3.384458,0.05,0.05,887.5,99.784,0.949,104.916,1.619,14.39,12.37,79.65,0.13,0.11,0.04,3.68,2.08,51.27,4.39,15.08,12.14,72.927,770.002,-0.30,-99.00,0.00,0.00,0.963,0.0,0.0,1.0,0.0,,"359.773632,3.384458",0.048793,99.784,99.793,0.949,0.904,RACS_0012+00A_island_91,RACS_0012+00A_component_91a,J235905+032305,23:59:05.7,+03:23:05,359.773767,3.384781,0.08,0.06,887.5,104.720,2.060,110.240,2.005,24.71,16.66,100.77,0.21,0.24,0.83,5.79,2.25,58.99,10.80,74.94,13.04,1005.493,1849.336,-5.98,-99.00,0.00,0.00,1.942,0.0,0.0,1.0,0.0,,"359.773767,3.384781",0.049137,104.720,104.756,2.060,0.855,0.000350,-0.000135,-0.000323,0.953
86,SB30904_island_92,SB30904_component_92a,J002319-014733,00:23:19.9,-01:47:33,5.833012,-1.792530,0.02,0.02,887.5,98.522,0.301,104.193,0.512,14.28,12.54,86.08,0.04,0.04,0.02,3.42,2.69,-29.07,3.31,5.59,7.43,305.474,1321.198,-0.81,-99.00,0.00,0.00,0.305,0.0,0.0,1.0,0.0,,"5.833012,-1.79253",0.055937,98.522,98.523,0.301,0.285,RACS_0012+00A_island_85,RACS_0012+00A_component_85a,J002319-014733,00:23:19.9,-01:47:33,5.832855,-1.792509,0.02,0.02,887.5,112.048,2.084,123.877,0.576,26.48,16.33,100.86,0.06,0.06,0.17,10.64,2.25,-86.45,0.24,6.38,0.72,63.721,517.431,-0.66,-99.00,0.00,0.00,1.991,0.0,0.0,1.0,0.0,,"5.832855,-1.792509",0.055870,112.048,112.083,2.084,0.240,0.000158,0.000157,-0.000021,0.879
87,SB30904_island_93,SB30904_component_93a,J002632+023657,00:26:32.1,+02:36:57,6.633871,2.615939,0.03,0.03,887.5,99.471,0.584,106.148,0.983,14.42,12.54,82.06,0.08,0.07,0.03,3.63,3.08,45.86,7.02,10.15,20.98,135.293,965.949,-0.38,-99.00,0.00,0.00,0.590,0.0,0.0,1.0,0.0,,"6.633871,2.615939",0.080928,99.471,99.475,0.584,0.544,RACS_0012+00A_island_75,RACS_0012+00A_component_75a,J002632+023658,00:26:32.1,+02:36:58,6.633833,2.616112,0.02,0.01,887.5,121.642,1.539,128.179,0.459,24.96,16.51,103.04,0.04,0.05,0.16,5.72,3.66,-80.09,3.36,8.45,2.83,88.361,575.275,-1.73,-99.00,0.00,0.00,1.454,0.0,0.0,1.0,0.0,,"6.633833,2.616112",0.080939,121.642,121.659,1.539,0.197,0.000177,0.000038,-0.000173,0.818
88,SB30904_island_94,SB30904_component_94a,J002441-023211,00:24:41.4,-02:32:11,6.172629,-2.536575,0.02,0.02,887.5,100.344,0.371,107.369,0.624,14.72,12.32,85.30,0.05,0.04,0.01,4.55,2.28,89.12,0.70,3.21,0.45,244.884,1277.717,-1.02,-99.00,0.00,0.00,0.375,0.0,0.0,1.0,0.0,,"6.172629,-2.536575",0.045004,100.344,100.345,0.371,0.344,RACS_0012+00A_island_78,RACS_0012+00A_component_78a,J002441-023211,00:24:41.4,-02:32:11,6.172545,-2.536568,0.02,0.02,887.5,118.770,1.736,131.717,0.601,26.27,16.51,99.40,0.06,0.06,0.18,10.30,2.63,86.21,0.27,4.85,0.81,111.226,655.320,-0.98,-99.00,0.00,0.00,1.654,0.0,0.0,1.0,0.0,,"6.172545,-2.536568",0.176408,118.770,118.793,1.736,0.251,0.000084,0.000084,-0.000007,0.845
89,SB30904_island_95,SB30904_component_95a,J001614-033106,00:16:14.5,-03:31:06,4.060301,-3.518361,0.04,0.04,887.5,97.204,0.800,114.692,1.237,15.29,13.07,88.74,0.10,0.09,0.03,6.26,4.80,-76.53,0.72,1.43,3.31,192.355,1172.161,-0.88,-99.00,0.00,0.00,0.790,0.0,0.0,1.0,0.0,,"4.060301,-3.518361",0.072147,97.204,97.210,0.800,0.639,RACS_0012+00A_island_95,RACS_0012+00A_component_95a,J001614-033105,00:16:14.4,-03:31:05,4.060043,-3.518328,0.02,0.02,887.5,103.390,1.113,121.178,0.524,26.30,17.43,103.05,0.05,0.06,0.20,10.07,6.68,-77.91,0.51,1.27,1.35,239.237,897.503,-0.96,-99.00,0.00,0.00,1.054,0.0,0.0,1.0,0.0,,"4.060043,-3.518328",0.171876,103.390,103.401,1.113,0.212,0.000260,0.000258,-0.000033,0.940
94,SB30904_island_101,SB30904_component_101a,J002137-001650,00:21:37.4,-00:16:50,5.405655,-0.280585,0.02,0.02,887.5,92.998,0.395,106.887,0.626,15.32,12.71,87.35,0.05,0.05,0.01,6.25,3.84,-86.00,0.26,0.85,0.54,399.958,1494.792,-0.92,-99.00,0.00,0.00,0.393,0.0,0.0,1.0,0.0,,"5.405655,-0.280585",0.066630,92.998,93.000,0.395,0.329,RACS_0012+00A_island_81,RACS_0012+00A_component_81a,J002137-001649,00:21:37.3,-00:16:49,5.405534,-0.280452,0.03,0.02,887.5,113.296,2.104,132.266,0.670,27.22,16.77,100.09,0.07,0.07,0.19,12.40,4.33,-87.66,0.17,1.67,0.68,88.874,592.689,-0.92,-99.00,0.00,0.00,2.013,0.0,0.0,1.0,0.0,,"5.405534,-0.280452",0.100994,113.296,113.332,2.104,0.270,0.000180,0.000121,-0.000133,0.821
96,SB30904_island_104,SB30904_component_104a,J002519-002310,00:25:19.1,-00:23:10,6.329556,-0.386143,0.02,0.02,887.5,91.803,0.421,121.544,0.602,17.84,12.57,86.78,0.05,0.04,0.01,11.06,3.40,87.98,0.02,0.42,0.02,552.159,1641.176,-0.84,-99.00,0.00,0.00,0.414,0.0,0.0,1.0,0.0,,"6.329556,-0.386143",0.119906,91.803,91.805,0.421,0.285,RACS_0012+00A_island_72,RACS_0012+00A_component_72a,J002519-002309,00:25:19.0,-00:23:09,6.329373,-0.385988,0.04,0.02,887.5,122.191,2.522,151.999,1.016,29.28,16.62,96.29,0.10,0.09,0.22,16.65,2.48,87.78,0.07,4.35,0.50,137.298,728.086,-0.35,-99.00,0.00,0.00,2.452,0.0,0.0,1.0,0.0,,"6.329373,-0.385988",0.120034,122.191,122.240,2.522,0.393,0.000240,0.000183,-0.000155,0.751
97,SB30904_island_105,SB30904_component_105a,J002251-005218,00:22:51.3,-00:52:18,5.713897,-0.871920,0.02,0.02,887.5,92.835,0.391,104.765,0.627,14.79,12.93,78.03,0.05,0.05,0.02,5.21,4.03,41.45,0.75,1.40,4.98,1007.282,2149.549,-1.01,-99.00,0.00,0.00,0.389,0.0,0.0,1.0,0.0,,"5.713897,-0.87192",0.026857,92.835,92.837,0.391,0.333,RACS_0012+00A_island_90,RACS_0012+00A_component_90a,J002251-005218,00:22:51.3,-00:52:18,5.713684,-0.871876,0.02,0.02,887.5,107.199,2.442,118.699,0.570,26.05,16.62,100.99,0.06,0.06,0.20,9.53,3.79,-88.84,0.44,3.12,1.08,39.698,430.702,-0.79,-99.00,0.00,0.00,2.322,0.0,0.0,1.0,0.0,,"5.713684,-0.871876",0.116908,107.199,107.249,2.442,0.235,0.000217,0.000213,-0.000044,0.866
98,SB30904_island_106,SB30904_component_106a,J000240+021302,00:02:40.2,+02:13:02,0.667448,2.217247,0.02,0.02,887.5,90.872,0.302,96.330,0.512,14.34,12.53,82.34,0.05,0.04,0.02,3.41,2.90,29.88,5.23,7.45,14.15,220.543,1196.702,-1.09,-99.00,0.00,0.00,0.306,0.0,0.0,1.0,0.0,,"0.667448,2.217247",0.044980,90.872,90.873,0.302,0.285,RACS_0012+00A_island_107,RACS_0012+00A_component_107a,J000240+021302,00:02:40.2,+02:13:02,0.667396,2.217497,0.02,0.01,887.5,96.173,0.699,100.802,0.423,25.22,16.26,101.72,0.05,0.05,0.17,6.90,1.77,-89.74,1.17,18.85,1.52,409.392,1174.063,-1.12,-99.00,0.00,0.00,0.663,0.0,0.0,1.0,0.0,,"0.667396,2.217497",0.045334,96.173,96.178,0.699,0.184,0.000255,0.000052,-0.000250,0.945
99,SB30904_island_107,SB30904_component_107a,J000920-015127,00:09:20.1,-01:51:27,2.333678,-1.857719,0.02,0.02,887.5,91.382,0.299,103.499,0.479,15.08,12.72,69.59,0.04,0.04,0.01,6.31,2.66,45.95,0.11,0.91,1.00,90.410,751.705,-1.06,-99.00,0.00,0.00,0.298,0.0,0.0,1.0,0.0,,"2.333678,-1.857719",0.128757,91.382,91.383,0.299,0.254,RACS_0012+00A_island_92,RACS_0012+00A_component_92a,J000920-015127,00:09:20.0,-01:51:27,2.333510,-1.857629,0.02,0.01,887.5,105.970,0.871,115.083,0.453,25.55,16.63,99.09,0.05,0.05,0.17,8.58,2.42,76.81,0.47,6.51,1.09,291.738,1002.992,-0.80,-99.00,0.00,0.00,0.825,0.0,0.0,1.0,0.0,,"2.33351,-1.857629",0.148033,105.970,105.976,0.871,0.192,0.000191,0.000168,-0.000090,0.862
102,SB30904_island_109,SB30904_component_109a,J001519-020615,00:15:19.8,-02:06:15,3.832403,-2.104188,0.01,0.01,887.5,92.029,0.361,150.987,0.431,19.55,14.21,30.94,0.03,0.03,0.00,14.87,4.58,24.06,0.00,0.08,0.05,4862.952,4578.319,-1.07,-99.00,0.00,0.00,0.343,0.0,0.0,1.0,1.0,,"3.832403,-2.104188",0.043094,92.029,92.030,0.361,0.175,RACS_0012+00A_island_82,RACS_0012+00A_component_82a,J001519-020614,00:15:19.7,-02:06:14,3.832287,-2.104132,0.02,0.02,887.5,115.838,1.256,159.626,0.628,25.59,21.07,90.31,0.05,0.07,0.41,14.45,6.33,29.73,0.05,0.39,0.64,274.547,936.562,-0.97,-99.00,0.00,0.00,1.179,0.0,0.0,1.0,0.0,,"3.832287,-2.104132",0.043692,115.838,115.850,1.256,0.229,0.000129,0.000116,-0.000056,0.794
105,SB30904_island_112,SB30904_component_112a,J235936-003112,23:59:36.8,-00:31:12,359.903507,-0.520237,0.02,0.02,887.5,88.081,0.377,93.453,0.639,14.61,12.30,84.15,0.06,0.05,0.02,4.19,2.21,84.29,1.17,4.76,0.09,118.382,909.860,-0.23,-99.00,0.00,0.00,0.382,0.0,0.0,1.0,0.0,,"359.903507,-0.520237",0.058406,88.081,88.083,0.377,0.355,RACS_0012+00A_island_100,RACS_0012+00A_component_100a,J235936-003112,23:59:36.8,-00:31:12,359.903325,-0.520111,0.01,0.01,887.5,101.531,0.757,108.684,0.244,24.56,17.05,105.10,0.03,0.03,0.11,6.02,2.85,-10.29,1.23,5.71,1.51,119.508,630.109,0.07,-99.00,0.00,0.00,0.711,0.0,0.0,1.0,0.0,,"359.903325,-0.520111",0.058618,101.531,101.536,0.757,0.104,0.000221,0.000182,-0.000126,0.868
